"conformsTo","distribution.title","issued","modified","publisher.subOrganizationOf.name","landingPage","title","temporal","publisher.subOrganizationOf.type","publisher.subOrganizationOf.subOrganizationOf.name","distribution.mediaType","systemOfRecords","isPartOf","type","describedBy","distribution.describedBy","description","contactPoint.fn","publisher.type","primaryITInvestmentUII","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.name","publisher.subOrganizationOf.subOrganizationOf.type","contactPoint.type","distribution.conformsTo","accessLevel","distribution.downloadURL","license","rights","spatial","publisher.name","distribution.format","contactPoint.hasEmail","distribution.accessURL","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.type","distribution.type","accrualPeriodicity","dataQuality","identifier","keyword","bureauCode","language","programCode",""
,,,"2016-04-05","Department of Health & Human Services",,"Chronic Conditions Chartbook","2011-01-01T00:00:00-05:00/2012-12-31T00:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Chronic Conditions among Medicare Beneficiaries is a chartbook prepared by the Centers for Medicare and Medicaid Services and created to provide an overview of chronic conditions among Medicare beneficiaries.  The chartbook highlights the prevalence of chronic conditions among Medicare beneficiaries and the impact of chronic conditions on Medicare service utilization and spending.  The Portable Document File format allows for online viewing and printing of the entire chartbook, the data tables provide spreadsheets with the underlying data, and the presentation includes all the chartbook figures for print or download.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"312","[""Chart Books"",""Chronic Condition""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05","Department of Health & Human Services",,"Chronic Conditions Dashboard",,"org:Organization",,,,,"dcat:Dataset",,,"The CMS Chronic Conditions Dashboard presents statistical views of information on the prevalence, utilization and Medicare spending for Medicare beneficiaries with chronic conditions. The information is available at the state and national levels and allows for comparisons of states to the national average as well as state to state comparisons. The Dashboard also allows the user to select information for specific beneficiary sub-groups defined by gender, age group, or dual eligibility status. The set of chronic conditions used in the Dashboard is consistent with the list of conditions included in the 2012 edition of the CMS chartbook, Chronic Conditions among Medicare Beneficiaries.  The data for this Dashboard come from the 2011 CMS administrative claims data for 100 percent of Medicare beneficiaries enrolled in the fee-for-service program.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-MedicareChronicConditions@cms.hhs.gov",,,,,,"388","[""Chronic Condition"",""Dual Eligibles"",""Interactive Tools""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"Chronic Conditions Maps and Charts",,"org:Organization",,,,,"dcat:Dataset",,,"We have created a set of charts and maps on selected aspects of the data available on chronic conditions and multiple chronic conditions.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-MedicareChronicConditions@cms.hhs.gov",,,,,,"523","[""Chronic Condition"",""Dual Eligibles""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"Chronic Conditions Maps and Charts",,,,,,,"dcat:Dataset",,,"We have created a set of charts and maps on selected aspects of the data available on chronic conditions and multiple chronic conditions.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"7ec5eb13-985a-4b22-bcbb-17aa6dc47f4e","[""chronic-condition"",""disparity"",""dual-eligibles"",""medicare"",""national"",""readmissions"",""reports"",""state"",""utilization""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05","Department of Health & Human Services",,"Chronic Conditions PUF","2008-01-01T00:00:00-05:00/2010-12-31T00:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"The Chronic Conditions PUFs are aggregated files in which each record is a profile or cell defined by the characteristics of Medicare beneficiaries. A profile is defined by all combinations of age category, gender, various chronic conditions, and dual-eligibility status of the beneficiaries.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-mmrr-editors@cms.hhs.gov",,,,,,"476","[""Chronic Condition"",""Interactive Tools""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2015-02-02","Department of Health & Human Services",,"CIS",,"org:Organization",,,,,"dcat:Dataset",,,"In addition to the information contained by BrMIS, CIS contains results of inspections of research done by investigators.  Depending on severity of violation, some investigators may be disqualified.","FDA Enterprise Data Inventory","org:Organization",,,,"vcard-Contact",,"non-public",,,,,"U.S. Food and Drug Administration",,"mailto-FDA_Enterprise_Data_Inventory@fda.hhs.gov",,,,,false,"fdde0630-5bc7-4c5c-b7be-9552b7f1d428","[""Investigator"",""IND"",""Data Audit"",""For Cause"",""Inspection Data"",""Inspect"",""Inspect Date"",""Action Date"",""DefCode"",""Country.""]","[""009:10""]",,"[""009:002""]",
,,,"2016-04-05",,,"Civil Remedies Division Administrative Law Judge Decisions","1985-03-07T19:00:00-05:00/2016-07-25T04:19:18-04:00",,,,,,"dcat:Dataset","http://www.hhs.gov/dab/decisions/civildecisions/index.html",,"Decisions issued by Administrative Law Judges of the Departmental Appeals Board's Civil Remedies Division concerning fraud and abuse determinations by the Office of the Inspector General (OIG) or the Centers for Medicare &amp; Medicaid Services (CMS); provider/supplier enforcement and certification determinations by CMS; terminations of or refusal to grant or continue federal funding for alleged civil rights violations; Program Fraud Civil Remedies Act determinations; civil money penalty determinations by Social Security Administration (SSA); and Equal Access to Justice Act determinations relating to OIG proceedings.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,"R/P1W",,"0e886896-fe7a-4bd1-a33b-f494387dd589","[""abuse"",""administrative"",""alj"",""antidumping"",""appeal"",""assessment"",""attorney fees"",""beneficiary"",""benefit"",""billing"",""cancellation"",""charge"",""civil rights"",""clia"",""cmp"",""cms"",""code"",""collect"",""compliance"",""coverage"",""crd"",""dab"",""debt"",""decision"",""determination"",""device"",""discontinuation"",""discrimination"",""doctor"",""drug"",""embezzlement"",""enforcement"",""enrollee"",""enrollment"",""exclusion"",""false claim"",""fee"",""felony"",""fine"",""fraud"",""funding"",""health care"",""hearing"",""hipaa"",""home health"",""hospice"",""hospital"",""ig"",""induce"",""insurance"",""judge"",""kickback"",""law"",""lcd"",""license"",""lobbying"",""medical equipment"",""medically necessary"",""medicare"",""misconduct"",""misdemeanor"",""misrepresent"",""nf"",""non-compliance"",""nondisclosure"",""nursing facility"",""nursing home"",""obstruction"",""oig"",""participation"",""patient"",""payment"",""penalty"",""physician"",""plan"",""prescription"",""privacy"",""procedure"",""provider"",""qio"",""reasonable"",""recipient"",""review"",""revocation"",""sanction"",""security"",""snf"",""ssa"",""supplier"",""surgery"",""suspension"",""termination"",""theft"",""transaction"",""violation""]","[""009:00""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"Civil Remedies Division Administrative Law Judge Decisions","1985-03-07T19:00:00-05:00/2016-07-25T04:19:18-04:00",,,,,,"dcat:Dataset","http://www.hhs.gov/dab/decisions/civildecisions/index.html",,"Decisions issued by Administrative Law Judges of the Departmental Appeals Board's Civil Remedies Division concerning fraud and abuse determinations by the Office of the Inspector General (OIG) or the Centers for Medicare &amp; Medicaid Services (CMS); provider/supplier enforcement and certification determinations by CMS; terminations of or refusal to grant or continue federal funding for alleged civil rights violations; Program Fraud Civil Remedies Act determinations; civil money penalty determinations by Social Security Administration (SSA); and Equal Access to Justice Act determinations relating to OIG proceedings.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,"R/P1W",,"10d259c7-dd50-4786-a98e-6a51ed6312d2","[""abuse"",""administrative"",""alj"",""antidumping"",""appeal"",""assessment"",""attorney fees"",""beneficiary"",""benefit"",""billing"",""cancellation"",""charge"",""civil rights"",""clia"",""cmp"",""cms"",""code"",""collect"",""community law"",""compliance"",""coverage"",""crd"",""dab"",""debt"",""decision"",""determination"",""device"",""discontinution"",""discrimination"",""doctor"",""drug"",""embezzlement"",""enforcement"",""enrollee"",""enrollment"",""exclusion"",""false claim"",""fee"",""felony"",""fine"",""fraud"",""funding"",""health care"",""hearing"",""hipaa"",""home health"",""hospice"",""hospital"",""ig"",""induce"",""insurance"",""judge"",""kickback"",""law"",""lcd"",""license"",""lobbying"",""medical equipment"",""medically necessary"",""medicare"",""misconduct"",""misdemeanor"",""misrepresent"",""nf"",""non-compliance"",""nondisclosure"",""nursing facility"",""nursing home"",""obstruction"",""oig"",""participation"",""patient"",""payment"",""penalty"",""physician"",""plan"",""prescription"",""privacy"",""procedure"",""provider"",""qio"",""reasonable"",""recipient"",""review"",""revocation"",""sanction"",""security"",""snf"",""ssa"",""supplier"",""surgery"",""suspension"",""termination"",""theft"",""transaction"",""violation""]","[""009:00""]","[""en""]","[""009:000""]",
,,,"2014-09-22","Department of Health & Human Services",,"Clarity",,"org:Organization",,,,,"dcat:Dataset",,,"Clarity is used to manage the Contracts and Acquisitions management process within OIM.","Clarity Helpdesk","org:Organization","009-000005322",,,"vcard-Contact",,"non-public",,,"Historically used only internal to FDA",,"U.S. Food and Drug Administration",,"mailto-clarity@fda.hhs.gov",,,,,false,"5fb66882-e937-425a-92f3-3ccba18da048","[""clarity"",""contract"",""acquisition"",""task-order"",""requisition""]","[""009:10""]",,"[""009:008""]",
,,,"2016-04-05",,,"CLIA Currently Waived Analytes",,,,,,,"dcat:Dataset",,,"This database contains the commercially marketed in vitro test systems categorized as CLIA waived by the FDA since January 31, 2000, and by the Centers for Disease Control and Prevention (CDC) prior to that date. CLIA waived test systems are waived from certain CLIA laboratory requirements (42 CFR Part 493).
","openFDA","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-open@fda.hhs.gov",,,,,,"86274849-3141-4868-a0bf-b31def130220","[""cdrh""]","[""009:10""]","[""en""]","[""009:005""]",
,,,"2016-04-05",,,"CLIA Currently Waived Analytes",,,,,,,"dcat:Dataset",,,"This database contains the commercially marketed in vitro test systems categorized as CLIA waived by the FDA since January 31, 2000, and by the Centers for Disease Control and Prevention (CDC) prior to that date. CLIA waived test systems are waived from certain CLIA laboratory requirements (42 CFR Part 493).
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"d7eed20d-0a38-46c6-8c99-7033ef41a57a","[""cdrh""]","[""009:10""]","[""en""]","[""009:005""]",
,,,"2016-04-05","Department of Health & Human Services",,"CLIA Statistical Tables and Graphs ","1993-01-01T00:00:00-05:00/2009-12-31T00:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"The information in the Downloads section below for the Overview of CLIA Statistics since 1993 and the CLIA Top Ten Deficiencies in the Nation was obtained from the CMS CLIA database in November 2014.  The remaining information in the Downloads section was from the CMS CLIA database in July 2015.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"369","[""Ambulatory Surgical Center"",""End Stage Renal Disease (ESRD)"",""Federally Qualified Health Center (FQHC)"",""Home Health (HHA)"",""Physician Services""]","[""009:38""]","[""en""]","[""009:000""]",
